"";"FECHA";"CLIENTE";"IMPORTE"
"39978";2014-06-12;2270223013;"71,50"
"40111";2014-06-12;1110633019;"40,00"
"41254";2014-06-12;1327835029;"25,00"
"41279";2014-06-12;1156857019;"80,00"
"41424";2014-06-12;1256196011;"40,00"
"41436";2014-06-12;1339270025;"13,79"
"43049";2014-06-12;2166898019;"60,00"
"246";2014-06-13;7213334019;"68,20"
"731";2014-06-13;67136026;"33,23"
"1179";2014-06-13;3871181032;"17,35"
"1914";2014-06-13;2205781010;"55,96"
"5766";2014-06-13;2023452018;"50,00"
"6171";2014-06-13;68422029;"40,01"
"7117";2014-06-13;2358530016;"30,00"
"8283";2014-06-13;3775768017;"57,01"
"9555";2014-06-13;21616014;"49,11"
"10884";2014-06-13;7206967015;"53,50"
"11103";2014-06-13;7213334019;"20,00"
"12837";2014-06-13;1334439021;"57,60"
"13954";2014-06-13;1177126022;"50,00"
"14830";2014-06-13;3888036013;"57,02"
"15041";2014-06-13;7050742019;"30,00"
"17917";2014-06-13;2202975011;"55,18"
"17947";2014-06-13;2140094016;"56,01"
"18407";2014-06-13;7167066039;"53,70"
"20562";2014-06-13;7203523019;"50,00"
"21939";2014-06-13;3733445013;"30,00"
"25583";2014-06-13;1409442025;"84,14"
"30552";2014-06-13;2162322014;"43,00"
"31115";2014-06-13;1275582019;"45,70"
"32551";2014-06-13;2014029015;"71,00"
"36687";2014-06-13;2356503015;"64,00"
"36868";2014-06-13;79674014;"60,60"
"42990";2014-06-13;3555478035;"30,00"
"9052";2014-06-14;1299004016;"97,69"
"12187";2014-06-14;2317254013;"69,99"
"16735";2014-06-14;2340772015;"50,78"
"22328";2014-06-14;1039414012;"61,41"
"23140";2014-06-14;2104521012;"59,00"
"23258";2014-06-14;7192411010;"55,33"
"24256";2014-06-14;7040731015;"43,00"
"25396";2014-06-14;1432593026;"83,54"
"26279";2014-06-14;3775553021;"20,00"
"26625";2014-06-14;2100004013;"30,00"
"27972";2014-06-14;70613011;"55,00"
"28571";2014-06-14;9538820021;"58,30"
"28849";2014-06-14;1170896019;"43,72"
"30672";2014-06-14;1312695024;"80,15"
"30870";2014-06-14;1157898020;"75,00"
"34351";2014-06-14;7213334019;"50,00"
"36179";2014-06-14;3483915017;"76,82"
"706";2014-06-15;12225023;"34,71"
"6061";2014-06-15;2190404016;"40,00"
"6897";2014-06-15;1136216013;"52,46"
"7341";2014-06-15;3618552016;"25,98"
"21830";2014-06-15;2101123010;"64,84"
"21927";2014-06-15;1030073015;"30,00"
"22101";2014-06-15;3513367023;"30,00"
"28763";2014-06-15;3972137024;"50,02"
"37534";2014-06-15;3431289010;"71,83"
"39609";2014-06-15;2166898019;"40,00"
"41770";2014-06-15;1489416014;"30,00"
"2215";2014-06-16;1123039014;"13,30"
"2737";2014-06-16;3592563013;"66,02"
"4397";2014-06-16;2316429012;"15,00"
"5815";2014-06-16;2373817018;"78,00"
"6428";2014-06-16;86210018;"52,42"
"8150";2014-06-16;2023452018;"50,00"
"9304";2014-06-16;3855571018;"72,00"
"10082";2014-06-16;1142334018;"40,01"
"10152";2014-06-16;2067605018;"50,00"
"12648";2014-06-16;2323813018;"70,00"
"14781";2014-06-16;1156480010;"40,00"
"17069";2014-06-16;3426486019;"40,00"
"18906";2014-06-16;2233085012;"46,61"
"25671";2014-06-16;1167373014;"48,55"
"26472";2014-06-16;2339395018;"32,26"
"29064";2014-06-16;1395391038;"61,01"
"29977";2014-06-16;1028038012;"40,00"
"31155";2014-06-16;2366290017;"40,24"
"32795";2014-06-16;1398546018;"30,00"
"34932";2014-06-16;20719017;"13,46"
"35036";2014-06-16;7193904013;"25,00"
"36264";2014-06-16;2353839016;"55,00"
"37869";2014-06-16;2335359018;"66,51"
"39249";2014-06-16;1358357059;"16,00"
"39738";2014-06-16;7184051014;"50,00"
"42489";2014-06-16;2017477013;"58,70"
"42966";2014-06-16;1029489018;"30,61"
"5183";2014-06-17;2246998011;"30,00"
"5661";2014-06-17;3757493014;"40,00"
"5946";2014-06-17;1265407021;"40,00"
"6810";2014-06-17;1396652016;"14,22"
"7615";2014-06-17;1067156030;"30,00"
"7857";2014-06-17;1263567016;"87,36"
"8869";2014-06-17;2234812018;"50,00"
"9084";2014-06-17;2216480016;"24,00"
"15372";2014-06-17;4127111062;"50,62"
"16850";2014-06-17;2117084016;"71,00"
"19081";2014-06-17;2369876010;"60,01"
"20597";2014-06-17;73113027;"50,00"
"22020";2014-06-17;2319600015;"30,00"
"22528";2014-06-17;1142334018;"40,07"
"22583";2014-06-17;7099715018;"40,00"
"22723";2014-06-17;2067605018;"96,58"
"22765";2014-06-17;3771410010;"70,10"
"22932";2014-06-17;2057826012;"40,02"
"23051";2014-06-17;2309813016;"66,62"
"23485";2014-06-17;1042193019;"40,01"
"24443";2014-06-17;60809025;"72,99"
"24909";2014-06-17;2190404016;"83,60"
"25322";2014-06-17;7017151015;"15,00"
"25778";2014-06-17;62351018;"69,00"
"26866";2014-06-17;1167930039;"12,82"
"27839";2014-06-17;1396205021;"80,00"
"30019";2014-06-17;1051879037;"50,35"
"31528";2014-06-17;3733445013;"45,00"
"34642";2014-06-17;2273718019;"60,00"
"35915";2014-06-17;75353019;"76,14"
"36775";2014-06-17;7221105013;"40,00"
"36804";2014-06-17;1158922019;"62,00"
"37507";2014-06-17;3854620014;"52,00"
"41765";2014-06-17;2033353024;"53,32"
"137";2014-06-18;2332826019;"80,95"
"774";2014-06-18;2116213012;"60,60"
"1097";2014-06-18;2323813018;"41,02"
"1612";2014-06-18;2166898019;"40,00"
"3670";2014-06-18;3755690017;"30,00"
"3879";2014-06-18;2009093018;"45,20"
"4315";2014-06-18;2123125019;"74,21"
"4383";2014-06-18;7039213017;"57,22"
"5069";2014-06-18;2249029012;"40,00"
"6229";2014-06-18;1170316018;"40,80"
"6840";2014-06-18;1117610010;"25,00"
"7288";2014-06-18;2186615013;"72,30"
"12820";2014-06-18;1379388018;"50,60"
"16447";2014-06-18;3550580025;"65,00"
"19269";2014-06-18;1344069057;"72,50"
"19327";2014-06-18;2162322014;"60,61"
"21695";2014-06-18;2316429012;"20,00"
"23769";2014-06-18;3947491019;"30,00"
"23904";2014-06-18;1047519018;"67,00"
"24488";2014-06-18;3534208024;"81,09"
"25117";2014-06-18;2324989015;"42,80"
"25646";2014-06-18;2371908017;"50,00"
"26669";2014-06-18;70613011;"40,01"
"26687";2014-06-18;30283012;"49,82"
"26977";2014-06-18;1177126022;"50,00"
"31100";2014-06-18;2051095010;"40,01"
"31521";2014-06-18;1396652016;"39,88"
"31811";2014-06-18;2369876010;"100,00"
"32184";2014-06-18;2168310013;"31,50"
"32646";2014-06-18;2224627012;"60,00"
"36872";2014-06-18;3983945027;"57,02"
"39735";2014-06-18;3594309019;"67,00"
"40653";2014-06-18;1167561014;"50,00"
"41273";2014-06-18;1137942013;"49,71"
"41747";2014-06-18;69952016;"61,10"
"5806";2014-06-19;7055159011;"82,94"
"6466";2014-06-19;1251716011;"20,00"
"8938";2014-06-19;20121024;"50,00"
"10360";2014-06-19;1012453011;"63,98"
"18520";2014-06-19;9589470015;"65,00"
"19717";2014-06-19;2173718010;"61,50"
"20172";2014-06-19;78300017;"46,09"
"22676";2014-06-19;1287776013;"88,54"
"23658";2014-06-19;3788982019;"40,00"
"31809";2014-06-19;7203523019;"50,00"
"40528";2014-06-19;1156480010;"61,02"
"41538";2014-06-19;7194958026;"70,01"
"41669";2014-06-19;3379332012;"36,68"
"647";2014-06-20;3653419022;"30,00"
"1421";2014-06-20;33221035;"67,46"
"3073";2014-06-20;1425630033;"60,49"
"4658";2014-06-20;7050742019;"30,00"
"5978";2014-06-20;2166898019;"40,00"
"7492";2014-06-20;2358648016;"10,00"
"9204";2014-06-20;2205781010;"27,94"
"10902";2014-06-20;2342235011;"51,03"
"11029";2014-06-20;1203071028;"40,00"
"11176";2014-06-20;4119945048;"57,92"
"12555";2014-06-20;3618552024;"25,34"
"13118";2014-06-20;1415764016;"65,52"
"15112";2014-06-20;9566630052;"10,09"
"15458";2014-06-20;1798388011;"47,03"
"15753";2014-06-20;1003586019;"50,00"
"17430";2014-06-20;3396426052;"71,00"
"19811";2014-06-20;7229299016;"20,00"
"19840";2014-06-20;3378785038;"30,00"
"19887";2014-06-20;2000148019;"100,00"
"22443";2014-06-20;2369876010;"78,00"
"23726";2014-06-20;1043463013;"72,50"
"24615";2014-06-20;55102014;"32,37"
"24642";2014-06-20;2315184014;"56,04"
"24807";2014-06-20;2243356015;"10,00"
"26238";2014-06-20;1415783024;"20,00"
"30883";2014-06-20;3534826015;"62,87"
"31247";2014-06-20;1000548012;"65,10"
"32827";2014-06-20;4127111062;"20,02"
"34523";2014-06-20;2316429012;"10,00"
"35649";2014-06-20;2362076014;"45,00"
"36176";2014-06-20;55102014;"54,79"
"37165";2014-06-20;2252322015;"40,00"
"37702";2014-06-20;3394116036;"20,35"
"40605";2014-06-20;4127111062;"24,06"
"4466";2014-06-21;2123125019;"23,94"
"6244";2014-06-21;1055503011;"75,15"
"7776";2014-06-21;1082329018;"50,00"
"9595";2014-06-21;9584830023;"50,00"
"12354";2014-06-21;1370616045;"41,13"
"14680";2014-06-21;1357714029;"52,40"
"16697";2014-06-21;2323813018;"52,76"
"17775";2014-06-21;1226862025;"60,00"
"21220";2014-06-21;2348187018;"84,58"
"25499";2014-06-21;2100004013;"30,00"
"25900";2014-06-21;2166898019;"40,00"
"28224";2014-06-21;44081014;"40,72"
"29736";2014-06-21;7236159013;"44,00"
"34089";2014-06-21;7040731015;"44,02"
"34742";2014-06-21;7076429013;"40,00"
"35609";2014-06-21;39984016;"70,22"
"37013";2014-06-21;7192411010;"13,50"
"39174";2014-06-21;1097821017;"53,39"
"1288";2014-06-22;49058025;"50,00"
"5819";2014-06-22;2369876010;"100,00"
"5861";2014-06-22;3673740027;"53,26"
"5869";2014-06-22;2057625018;"26,25"
"6212";2014-06-22;1486431016;"74,80"
"16891";2014-06-22;9566630052;"40,14"
"21200";2014-06-22;1136216013;"57,70"
"25289";2014-06-22;1334439021;"55,14"
"29567";2014-06-22;23818014;"59,00"
"33063";2014-06-22;9540110031;"35,00"
"40639";2014-06-22;3184937013;"40,00"
"40891";2014-06-22;2352915015;"56,00"
"41531";2014-06-22;3591217025;"52,79"
"42663";2014-06-22;3435851039;"79,16"
"6241";2014-06-23;2205781010;"55,88"
"6429";2014-06-23;3515209017;"54,00"
"6947";2014-06-23;1435209042;"63,81"
"7232";2014-06-23;67136026;"80,61"
"7728";2014-06-23;14807018;"71,00"
"8000";2014-06-23;5928013;"40,00"
"8727";2014-06-23;1142334018;"34,00"
"13217";2014-06-23;2329829018;"70,51"
"13615";2014-06-23;2369876010;"100,00"
"14170";2014-06-23;7195756015;"30,00"
"15456";2014-06-23;1332109014;"43,03"
"18254";2014-06-23;7213334019;"10,00"
"18412";2014-06-23;2166898019;"40,00"
"21935";2014-06-23;2057826012;"40,00"
"25751";2014-06-23;1332109014;"50,00"
"27184";2014-06-23;2226505018;"23,85"
"28751";2014-06-23;3504988019;"40,00"
"29001";2014-06-23;1329229023;"33,40"
"32642";2014-06-23;2270223013;"44,00"
"32842";2014-06-23;79674014;"53,60"
"33540";2014-06-23;2216480016;"21,00"
"35189";2014-06-23;9568170032;"40,00"
"35437";2014-06-23;2080625019;"20,00"
"35667";2014-06-23;2364872014;"88,72"
"36564";2014-06-23;1123039014;"40,00"
"36724";2014-06-23;2323813018;"46,00"
"37618";2014-06-23;1396652016;"62,10"
"40474";2014-06-23;1232066015;"60,99"
"2454";2014-06-24;1354548016;"70,60"
"2756";2014-06-24;2020512012;"40,00"
"3878";2014-06-24;3391181066;"76,02"
"8689";2014-06-24;7101334014;"13,70"
"8915";2014-06-24;2216480016;"16,00"
"11716";2014-06-24;1377710031;"65,00"
"12095";2014-06-24;2249029012;"40,00"
"14389";2014-06-24;2273718019;"50,99"
"14575";2014-06-24;1416444030;"62,92"
"14715";2014-06-24;7183170021;"47,96"
"17241";2014-06-24;1268630015;"97,95"
"22404";2014-06-24;1707699029;"52,05"
"23988";2014-06-24;54233018;"69,01"
"24359";2014-06-24;62000011;"82,60"
"24857";2014-06-24;1167930039;"11,01"
"25828";2014-06-24;1326512033;"72,00"
"26891";2014-06-24;1425630025;"43,11"
"27554";2014-06-24;2033353024;"50,07"
"30104";2014-06-24;2084265010;"13,30"
"30179";2014-06-24;2319600015;"30,00"
"35163";2014-06-24;3854620014;"68,80"
"37148";2014-06-24;1176877023;"47,00"
"39239";2014-06-24;1265407021;"40,00"
"40284";2014-06-24;3671255010;"62,25"
"40636";2014-06-24;73113027;"66,01"
"41335";2014-06-24;3947491019;"70,00"
"42062";2014-06-24;2358638017;"30,00"
"42654";2014-06-24;7213334019;"200,00"
"43269";2014-06-24;7213334019;"20,00"
"531";2014-06-25;7040731015;"36,15"
"1322";2014-06-25;10895033;"40,00"
"2877";2014-06-25;2281901011;"40,00"
"3051";2014-06-25;2340772015;"55,20"
"3211";2014-06-25;1123039014;"40,00"
"3291";2014-06-25;1320364019;"52,47"
"3517";2014-06-25;7172408010;"30,00"
"3885";2014-06-25;3219285040;"30,00"
"4032";2014-06-25;2361791019;"46,74"
"4526";2014-06-25;1110633019;"36,91"
"5586";2014-06-25;2353839016;"57,00"
"6040";2014-06-25;2248907010;"69,80"
"6683";2014-06-25;3517711010;"40,00"
"9988";2014-06-25;3616583013;"42,89"
"10176";2014-06-25;2305934014;"89,43"
"10495";2014-06-25;58825017;"56,70"
"11442";2014-06-25;7192411010;"18,79"
"15280";2014-06-25;11808019;"66,05"
"15405";2014-06-25;20719017;"12,48"
"16998";2014-06-25;7231150017;"23,43"
"19797";2014-06-25;1058833019;"185,55"
"21053";2014-06-25;3484495035;"49,00"
"21725";2014-06-25;2156731014;"40,00"
"22833";2014-06-25;1016378032;"38,99"
"26345";2014-06-25;1240808020;"42,94"
"26460";2014-06-25;2057826012;"40,00"
"27560";2014-06-25;2216480016;"16,00"
"28056";2014-06-25;1698743034;"56,00"
"28703";2014-06-25;2166898019;"40,00"
"29610";2014-06-25;3532665027;"30,00"
"30029";2014-06-25;1072296029;"60,70"
"30046";2014-06-25;2185261017;"48,74"
"30705";2014-06-25;2252513019;"50,01"
"31605";2014-06-25;1407517042;"50,00"
"31649";2014-06-25;3220838027;"56,40"
"31823";2014-06-25;1072860014;"55,51"
"34184";2014-06-25;51211017;"30,00"
"36200";2014-06-25;2348187018;"101,51"
"36859";2014-06-25;1357269016;"68,60"
"38426";2014-06-25;1232248019;"62,00"
"41218";2014-06-25;3554508014;"62,12"
"42156";2014-06-25;7203523019;"50,00"
"42225";2014-06-25;1170316018;"80,01"
"42895";2014-06-25;1044277026;"20,00"
"42925";2014-06-25;7231150017;"14,13"
"43175";2014-06-25;7152723016;"73,60"
"43189";2014-06-25;2323813018;"43,00"
"43320";2014-06-25;1145280018;"62,01"
"43367";2014-06-25;2329829018;"53,00"
"381";2014-06-26;3394116036;"20,00"
"931";2014-06-26;2363494018;"42,92"
"2115";2014-06-26;1287776013;"73,60"
"3284";2014-06-26;2056325016;"40,00"
"3549";2014-06-26;3489798029;"53,73"
"3982";2014-06-26;1320404021;"25,00"
"4103";2014-06-26;3834151015;"30,00"
"5387";2014-06-26;1021117011;"60,00"
"6009";2014-06-26;44174017;"78,01"
"6885";2014-06-26;1156857019;"95,00"
"8430";2014-06-26;2252513019;"51,21"
"9353";2014-06-26;2369877018;"50,00"
"11066";2014-06-26;1030073015;"62,80"
"11453";2014-06-26;5928013;"40,50"
"12538";2014-06-26;1167373014;"46,89"
"14842";2014-06-26;3426486019;"44,40"
"16124";2014-06-26;1036626065;"73,69"
"16338";2014-06-26;3388495115;"73,04"
"16350";2014-06-26;3413689013;"35,00"
"16385";2014-06-26;81769018;"50,00"
"20554";2014-06-26;3733445013;"15,00"
"22397";2014-06-26;1261493015;"65,57"
"23071";2014-06-26;1416444030;"52,18"
"23522";2014-06-26;2366290017;"40,09"
"24486";2014-06-26;1398546018;"71,62"
"24923";2014-06-26;1005286032;"50,00"
"25539";2014-06-26;2280298013;"106,02"
"27043";2014-06-26;1382780029;"94,30"
"28114";2014-06-26;1396205021;"71,27"
"30971";2014-06-26;1016378032;"57,40"
"31200";2014-06-26;3495175030;"61,01"
"33168";2014-06-26;1203071028;"50,00"
"34015";2014-06-26;3174131023;"45,01"
"34847";2014-06-26;2216480016;"13,01"
"35935";2014-06-26;7055159011;"68,97"
"36715";2014-06-26;3673057018;"42,00"
"39116";2014-06-26;20121024;"50,00"
"40156";2014-06-26;86210018;"52,20"
"41652";2014-06-26;1398523017;"20,00"
"42016";2014-06-26;3504988019;"15,00"
"42456";2014-06-26;2282535016;"33,02"
"43059";2014-06-26;1425630033;"48,99"
"39";2014-06-27;2162322014;"51,00"
"138";2014-06-27;1354568014;"50,20"
"818";2014-06-27;53278014;"20,00"
"2088";2014-06-27;35503026;"59,31"
"4599";2014-06-27;3560986014;"66,29"
"4732";2014-06-27;1067156030;"15,00"
"5289";2014-06-27;2329829018;"71,02"
"5509";2014-06-27;3775768017;"56,00"
"9092";2014-06-27;7213334019;"100,00"
"9445";2014-06-27;2363235015;"50,00"
"9784";2014-06-27;56751017;"16,82"
"13739";2014-06-27;3834151015;"50,00"
"13746";2014-06-27;3555478035;"115,91"
"13756";2014-06-27;2206654018;"36,01"
"14278";2014-06-27;1176059026;"40,00"
"16030";2014-06-27;7143794019;"41,21"
"16074";2014-06-27;40596015;"55,00"
"16862";2014-06-27;1028038012;"50,00"
"18303";2014-06-27;2216480016;"12,00"
"19862";2014-06-27;2112893015;"10,00"
"20211";2014-06-27;1024739037;"54,37"
"20798";2014-06-27;3991492020;"69,57"
"21218";2014-06-27;7047666057;"48,27"
"21771";2014-06-27;1256196011;"50,00"
"23091";2014-06-27;1327835029;"68,19"
"25204";2014-06-27;2315184014;"54,39"
"25685";2014-06-27;14807018;"40,00"
"28436";2014-06-27;3106778032;"66,08"
"32800";2014-06-27;1150537013;"58,07"
"33172";2014-06-27;2323813018;"42,01"
"34225";2014-06-27;1185377013;"35,00"
"34988";2014-06-27;2151475013;"40,00"
"35888";2014-06-27;2023452018;"48,22"
"39769";2014-06-27;2234812018;"52,76"
"39885";2014-06-27;3379332012;"68,00"
"41594";2014-06-27;3880145010;"30,00"
"42498";2014-06-27;2252322015;"40,00"
"3609";2014-06-28;1152040016;"69,94"
"5600";2014-06-28;3214972014;"40,00"
"5968";2014-06-28;2252322015;"50,30"
"6544";2014-06-28;3378174019;"46,85"
"7110";2014-06-28;79211015;"79,89"
"7663";2014-06-28;2353839016;"50,01"
"11524";2014-06-28;2224627012;"60,00"
"12191";2014-06-28;2166898019;"40,00"
"13021";2014-06-28;1432593026;"43,33"
"16351";2014-06-28;9584830023;"30,00"
"18769";2014-06-28;67374031;"49,56"
"20802";2014-06-28;7192411010;"9,78"
"21059";2014-06-28;78300017;"38,81"
"22384";2014-06-28;7164387024;"61,43"
"22504";2014-06-28;1068882014;"40,00"
"23422";2014-06-28;1395102021;"62,11"
"24089";2014-06-28;1100953013;"40,00"
"25803";2014-06-28;3675514016;"68,00"
"28373";2014-06-28;3827567029;"60,66"
"28991";2014-06-28;1055503011;"66,94"
"29900";2014-06-28;1136216013;"59,99"
"30247";2014-06-28;1149776029;"40,00"
"31961";2014-06-28;3079394015;"73,01"
"33594";2014-06-28;1440694030;"81,45"
"34586";2014-06-28;3775553021;"20,00"
"35444";2014-06-28;9625320018;"51,18"
"40871";2014-06-28;3484495035;"52,00"
"169";2014-06-29;1425630025;"14,99"
"2173";2014-06-29;2271266011;"56,99"
"6557";2014-06-29;1292991011;"40,00"
"7534";2014-06-29;3220145027;"24,78"
"12176";2014-06-29;1275966014;"30,00"
"14760";2014-06-29;3483915017;"74,27"
"17180";2014-06-29;2202975011;"20,79"
"18739";2014-06-29;7232324017;"60,29"
"19325";2014-06-29;53762017;"60,02"
"19712";2014-06-29;7244536012;"50,00"
"20125";2014-06-29;1139985010;"30,00"
"21566";2014-06-29;1411033036;"51,48"
"22168";2014-06-29;1067156030;"30,00"
"24130";2014-06-29;1114129016;"59,90"
"25877";2014-06-29;2358736019;"48,00"
"27745";2014-06-29;2203305010;"45,00"
"30082";2014-06-29;1002287017;"44,26"
"31145";2014-06-29;2315624027;"30,00"
"31446";2014-06-29;55102014;"53,03"
"38428";2014-06-29;7192411010;"13,26"
"41328";2014-06-29;2344755024;"20,00"
"296";2014-06-30;7076429013;"40,00"
"1051";2014-06-30;2123125019;"40,00"
"2254";2014-06-30;1187209016;"88,40"
"3240";2014-06-30;2057826012;"48,40"
"4554";2014-06-30;7229299016;"20,00"
"5011";2014-06-30;78929039;"56,40"
"5705";2014-06-30;10253019;"33,55"
"6421";2014-06-30;2323813018;"57,49"
"7729";2014-06-30;2365742018;"60,00"
"7894";2014-06-30;2190404016;"90,00"
"8308";2014-06-30;1084196019;"46,40"
"8818";2014-06-30;1107675015;"50,00"
"9119";2014-06-30;2000148019;"150,00"
"9822";2014-06-30;1396652016;"16,81"
"10691";2014-06-30;29159025;"31,15"
"10706";2014-06-30;7040731015;"33,70"
"13590";2014-06-30;2358638017;"58,60"
"14369";2014-06-30;2186234013;"46,20"
"17948";2014-06-30;7211197012;"62,30"
"18462";2014-06-30;2205781010;"54,36"
"19097";2014-06-30;7047134015;"73,00"
"19589";2014-06-30;2116213012;"55,50"
"20545";2014-06-30;1226862025;"70,00"
"22796";2014-06-30;1357714029;"34,17"
"22843";2014-06-30;1396205021;"80,04"
"22934";2014-06-30;2344755024;"40,00"
"23423";2014-06-30;7270034;"63,01"
"23481";2014-06-30;7065407012;"30,00"
"24000";2014-06-30;1447905017;"64,40"
"26804";2014-06-30;3673057018;"30,00"
"27787";2014-06-30;7213334019;"60,15"
"28039";2014-06-30;9621070021;"60,00"
"28346";2014-06-30;7111913021;"49,40"
"30678";2014-06-30;1114408012;"60,56"
"31359";2014-06-30;9530640062;"58,98"
"31618";2014-06-30;3625426014;"10,00"
"33664";2014-06-30;1409442025;"70,00"
"34223";2014-06-30;2242339012;"17,72"
"34325";2014-06-30;2332916018;"67,60"
"34562";2014-06-30;2216480016;"11,01"
"35560";2014-06-30;1396205021;"34,72"
"35921";2014-06-30;1042422020;"61,97"
"39169";2014-06-30;5605033;"74,19"
"40050";2014-06-30;7116339016;"56,40"
"40348";2014-06-30;3854620014;"51,81"
"42950";2014-06-30;7203523019;"50,01"
"43231";2014-06-30;3854620014;"66,00"
"222";2014-07-01;3618552016;"49,56"
"320";2014-07-01;1370616045;"25,40"
"603";2014-07-01;67773018;"68,00"
"689";2014-07-01;2166898019;"40,00"
"923";2014-07-01;2233085012;"65,61"
"954";2014-07-01;3909357018;"35,00"
"1699";2014-07-01;2104521012;"54,00"
"2430";2014-07-01;7195756015;"51,60"
"2957";2014-07-01;3662772015;"45,20"
"3745";2014-07-01;53278014;"20,00"
"4246";2014-07-01;3183297013;"30,00"
"6273";2014-07-01;1167561014;"49,65"
"6714";2014-07-01;67374031;"32,21"
"6851";2014-07-01;3368880013;"63,60"
"8711";2014-07-01;2014029015;"71,02"
"10653";2014-07-01;69952016;"53,00"
"10658";2014-07-01;1060913041;"30,00"
"11060";2014-07-01;9568170032;"50,00"
"12656";2014-07-01;1114129016;"15,52"
"13652";2014-07-01;1263567016;"76,35"
"14582";2014-07-01;3690829019;"63,80"
"14875";2014-07-01;2324989015;"51,20"
"17132";2014-07-01;3757414010;"62,20"
"18286";2014-07-01;1236243016;"37,17"
"18896";2014-07-01;1123039014;"40,00"
"19077";2014-07-01;1123244010;"20,00"
"19149";2014-07-01;40596015;"40,00"
"19511";2014-07-01;2305049011;"65,72"
"19564";2014-07-01;1176658017;"21,34"
"20120";2014-07-01;1116576014;"40,00"
"21093";2014-07-01;3733445013;"40,00"
"21545";2014-07-01;2273718019;"69,09"
"21940";2014-07-01;3532665027;"30,00"
"23931";2014-07-01;2328031012;"53,41"
"25667";2014-07-01;1268630015;"56,60"
"26770";2014-07-01;3228522037;"40,04"
"27337";2014-07-01;2156731014;"40,00"
"27779";2014-07-01;7186353012;"80,01"
"27874";2014-07-01;3431289010;"79,30"
"27948";2014-07-01;2280286026;"50,01"
"28355";2014-07-01;2369876010;"100,00"
"29150";2014-07-01;3689614018;"60,00"
"29605";2014-07-01;3676777034;"40,00"
"31585";2014-07-01;70613011;"60,00"
"31758";2014-07-01;3662772015;"55,98"
"35058";2014-07-01;7047666057;"20,00"
"35168";2014-07-01;2216480016;"18,01"
"35215";2014-07-01;68422029;"50,00"
"36262";2014-07-01;2166898019;"40,00"
"37073";2014-07-01;1363641026;"50,00"
"37490";2014-07-01;2277110015;"59,00"
"37640";2014-07-01;1287776013;"105,20"
"38462";2014-07-01;73113027;"51,00"
"38862";2014-07-01;2316429012;"20,00"
"39149";2014-07-01;1784018028;"61,01"
"39841";2014-07-01;7065559010;"50,00"
"39994";2014-07-01;5928013;"40,00"
"40257";2014-07-01;3771410010;"48,14"
"41990";2014-07-01;3755690017;"76,05"
"42671";2014-07-01;2112777010;"36,20"
"916";2014-07-02;1396205021;"55,01"
"1003";2014-07-02;3513367023;"50,00"
"1877";2014-07-02;7099715018;"64,95"
"1893";2014-07-02;14807018;"68,00"
"2645";2014-07-02;3788982019;"40,00"
"3958";2014-07-02;3947491019;"25,00"
"4205";2014-07-02;3926635016;"40,00"
"4283";2014-07-02;2298779012;"40,00"
"4649";2014-07-02;2111715011;"33,60"
"5120";2014-07-02;3390850018;"53,20"
"6781";2014-07-02;3520732011;"58,70"
"10381";2014-07-02;2344755024;"100,00"
"10779";2014-07-02;1145515017;"72,00"
"11380";2014-07-02;3396426045;"66,29"
"12011";2014-07-02;2249029012;"40,00"
"14277";2014-07-02;2344755024;"100,00"
"16427";2014-07-02;7213334019;"25,90"
"16841";2014-07-02;2166898019;"40,00"
"17633";2014-07-02;3396426052;"80,00"
"18261";2014-07-02;7195009019;"61,60"
"18360";2014-07-02;7164580024;"90,02"
"18456";2014-07-02;1156857019;"81,58"
"19379";2014-07-02;7183170021;"54,91"
"19404";2014-07-02;2374274011;"60,00"
"19880";2014-07-02;7213334019;"30,00"
"22484";2014-07-02;2168313025;"56,00"
"23452";2014-07-02;2348187018;"95,06"
"23714";2014-07-02;7164870011;"37,02"
"23717";2014-07-02;2186615013;"56,80"
"23765";2014-07-02;2369877018;"40,00"
"24316";2014-07-02;3362423026;"42,60"
"25034";2014-07-02;1166574051;"100,00"
"27451";2014-07-02;3813699018;"72,60"
"29349";2014-07-02;2246998011;"40,00"
"30160";2014-07-02;1239318013;"53,40"
"30433";2014-07-02;60809025;"72,40"
"30677";2014-07-02;44081014;"55,01"
"32077";2014-07-02;2202975011;"56,00"
"33705";2014-07-02;1414206019;"102,02"
"33899";2014-07-02;30283012;"100,01"
"35191";2014-07-02;7047134015;"63,21"
"35983";2014-07-02;1103403016;"27,30"
"37884";2014-07-02;2317800013;"60,00"
"38123";2014-07-02;2335214015;"30,00"
"38791";2014-07-02;2331059018;"51,00"
"38826";2014-07-02;1176658017;"69,20"
"38930";2014-07-02;3771229014;"26,02"
"40280";2014-07-02;1048572018;"66,21"
"41515";2014-07-02;7152180019;"15,10"
"432";2014-07-03;2329829018;"30,00"
"1871";2014-07-03;3726133014;"6,33"
"3968";2014-07-03;3392287011;"15,00"
"4621";2014-07-03;1326512033;"73,00"
"6761";2014-07-03;7213334019;"200,00"
"9370";2014-07-03;2117084016;"74,31"
"10270";2014-07-03;2033353024;"53,13"
"11533";2014-07-03;2167999014;"94,02"
"13926";2014-07-03;2140094016;"52,31"
"14083";2014-07-03;1109145017;"52,20"
"14275";2014-07-03;21616014;"60,49"
"14574";2014-07-03;9621070021;"60,00"
"15498";2014-07-03;3775768017;"65,00"
